06/06/2017,2309 Mcgregor Ln ,Park,78613,TX,Homeowner,Fayette

06/06/2017,11915 Oak Water ,Antonio,78249,TX,Homeowner,
06/06/2017,11510 Lovington Dr ,Houston,77088,TX,Homeowner,Harris

06/06/2017,6028 Clipper Ln ,Worth,76179,TX,Homeowner,
06/06/2017,19511 Pine Echo Dr ,Humble,77346,TX,Homeowner,Harris

06/06/2017,2217 Stonebrook Ln ,Mesquite,75181,TX,Homeowner,Dallas

06/06/2017,3115 Hudson St ,Corinth,76210,TX,Homeowner,Denton

06/06/2017,808 Red Fern Dr ,Heights,76548,TX,Homeowner,Harris

06/06/2017,1433 Julie St ,Seagoville,75159,TX,Homeowner,Dallas

06/06/2017,1730 Southeast 4th Street ,Prairie,75051,TX,Homeowner,
06/06/2017,1310 Sunset Farm ,Antonio,78245,TX,Homeowner,
06/06/2017,2609 Monica Seles Pl ,Paso,79938,TX,Homeowner,
06/06/2017,5739 Brambletree St ,Antonio,78247,TX,Homeowner,
06/06/2017,5208 Sunnyside Dr ,Midland,79703,TX,Homeowner,Midland

06/06/2017,11011 Panther Ct ,Houston,77099,TX,Homeowner,Harris

06/06/2017,3073 Beltway S ,Abilene,79606,TX,Homeowner,Taylor

06/06/2017,505 Pico Street ,Hill,75104,TX,Homeowner,Bastrop

06/06/2017,19107 Jordans Landing Lane ,Richmond,77407,TX,Homeowner,Fort Bend

06/06/2017,3103 Trail Loop ,Rosharon,77583,TX,Homeowner,Brazoria

06/06/2017,4718 Cairnlomond Street ,Houston,77084,TX,Homeowner,Harris

06/06/2017,3711 Burwood Ct ,Pearland,77584,TX,Homeowner,Brazoria

06/06/2017,3041 Masterson Dr ,Christi,78415,TX,Homeowner,
06/06/2017,5020 Lexington Meadow Ln ,Valle,78617,TX,Homeowner,
06/06/2017,2417 Westbrook Ave ,Worth,76111,TX,Homeowner,
06/06/2017,315 Mallow Grove ,Antonio,78253,TX,Homeowner,
06/06/2017,16760 Lakeview Cir ,Whitehouse,75791,TX,Homeowner,Smith

06/06/2017,811 Whitley Court ,Kennedale,76060,TX,Homeowner,Tarrant

06/06/2017,12176 Fm 16 E ,Winona,75792,TX,Homeowner,Smith

06/06/2017,2100 Mayfield Circle ,Corinth,76208,TX,Homeowner,Denton

06/06/2017,209 S. Rusk Street ,Groesbeck,76642,TX,Homeowner,Limestone

06/06/2017,13700 C . R. 1002 ,Godley,76044,TX,Homeowner,Johnson

06/06/2017,2713 Sabal Palm Dr ,Harlingen,78552,TX,Homeowner,Cameron

06/06/2017,5216 Brookwood Drive ,Falls,76302,TX,Homeowner,
06/06/2017,2019 Shirley Loop ,Belton,76513,TX,Homeowner,Bell

06/06/2017,11906 Marburg Dr ,Houston,77066,TX,Homeowner,Harris

06/06/2017,33 Desoto Cir ,Texarkana,75503,TX,Homeowner,Bowie

06/06/2017,601 West 3rd Street ,Quanah,79252,TX,Homeowner,Hardeman

06/06/2017,19906 Dayton Ridge Lane ,Cypress,77433,TX,Homeowner,Harris

06/06/2017,2305 Northumberland Drive ,Garland,75041,TX,Homeowner,Dallas

06/06/2017,1303 North Teal Estates Circle ,Fresno,77545,TX,Homeowner,Fort Bend

06/06/2017,218 Riders Walk ,Antonio,78227,TX,Homeowner,
06/06/2017,3000 Greenlawn St ,Taylor,76574,TX,Homeowner,Williamson

06/06/2017,4205 Auburn Dr ,Killeen,76549,TX,Homeowner,Bell

06/06/2017,5105 Columbia Dr ,Cibolo,78108,TX,Homeowner,Guadalupe

06/06/2017,6026 Opal Fls ,Antonio,78222,TX,Homeowner,
06/06/2017,612 W Mary Jane Dr ,Killeen,76541,TX,Homeowner,Bell

06/06/2017,8834 Township Ct ,Worth,76179,TX,Homeowner,
06/06/2017,2 Opal Cir ,Odessa,79762,TX,Homeowner,Ector

06/06/2017,4005 Tierra Tina ,Paso,79938,TX,Homeowner,
06/06/2017,11802 Marrs Dr ,Houston,77065,TX,Homeowner,Harris

06/06/2017,2142 County Rd 1073 ,Greenville,75401,TX,Homeowner,Hunt

06/06/2017,7385 Luz De Lumbre Ave ,Paso,79912,TX,Homeowner,
06/06/2017,2604 Savage Dr ,Killeen,76543,TX,Homeowner,Bell

06/06/2017,5286 County Rd 1124 ,Farmersville,75442,TX,Homeowner,Collin

06/06/2017,14510 Stone Park Rd ,City,77489,TX,Homeowner,
06/06/2017,11701 Autumn Wheat Dr ,Paso,79934,TX,Homeowner,
06/06/2017,1219 Alhambra Dr ,Lancaster,75146,TX,Homeowner,Dallas

06/06/2017,3709 Miramar Dr ,Denton,76210,TX,Homeowner,Denton

06/06/2017,501 Waterwalk Ct ,Arlington,76002,TX,Homeowner,Tarrant

06/06/2017,5127 Village Path Dr ,Antonio,78218,TX,Homeowner,
06/06/2017,5914 Oak Blossom ,Antonio,78250,TX,Homeowner,
06/06/2017,27447 Trinity Cross ,Antonio,78260,TX,Homeowner,
06/06/2017,127 Dartmoor Street ,Antonio,78227,TX,Homeowner,
06/06/2017,3206 Joycee Dr ,Mission,78573,TX,Homeowner,Hidalgo

06/06/2017,5907 Medina Dr ,Killeen,76542,TX,Homeowner,Bell

06/06/2017,6645 Vista View Dr ,Waco,76712,TX,Homeowner,Mclennan

06/06/2017,120 W. Lemon Street ,Saginaw,76179,TX,Homeowner,Tarrant

06/06/2017,1907 Circle Creek Drive ,Mission,78572,TX,Homeowner,Hidalgo

06/06/2017,609 Wisterglen Drive ,Desoto,75115,TX,Homeowner,Dallas

06/06/2017,4503 Janelle Dr ,Killeen,76549,TX,Homeowner,Bell

06/06/2017,1202 Meadowlark ,Pleasanton,78064,TX,Homeowner,Atascosa

06/06/2017,2104 Isabelle Dr ,Cove,76522,TX,Homeowner,Harris

06/06/2017,3347 Harvest Hill Blvd ,Marion,78124,TX,Homeowner,Guadalupe

06/06/2017,708 Dalobo Blvd ,Edinburg,78541,TX,Homeowner,Hidalgo

06/06/2017,3217 Martin Blvd ,Falls,76308,TX,Homeowner,
06/06/2017,415 County Road 443 ,Dayton,77535,TX,Homeowner,Liberty

06/06/2017,143 Jo Marie St ,Antonio,78222,TX,Homeowner,
06/06/2017,1811 Mally Blvd ,Antonio,78224,TX,Homeowner,
06/06/2017,2107 Alpine Brook Ct ,Fresno,77545,TX,Homeowner,Fort Bend

06/06/2017,2602 Thoroughbred Dr ,Killeen,76549,TX,Homeowner,Bell

06/06/2017,2614 Coy Dr ,Killeen,76543,TX,Homeowner,Bell

06/06/2017,3826 Bachman Blvd ,Garland,75043,TX,Homeowner,Dallas

06/06/2017,11837 Auburn Sands Dr ,Paso,79934,TX,Homeowner,
06/06/2017,400 Springridge Dr ,Texarkana,75501,TX,Homeowner,Bowie

06/06/2017,2132 David Dr ,Worth,76111,TX,Homeowner,
06/06/2017,213 Southwood Oaks Dr ,Floresville,78114,TX,Homeowner,Wilson

06/06/2017,5803 Dan Dr ,Killeen,76543,TX,Homeowner,Bell

06/06/2017,6276 Standing Rock Rd ,Bryan,77808,TX,Homeowner,Brazos

06/06/2017,1312 S Rodgers Drive ,Graham,76450,TX,Homeowner,Young

06/06/2017,8313 Rolling Rock Dr ,Worth,76123,TX,Homeowner,
06/06/2017,2505 Bamberry Dr ,Worth,76133,TX,Homeowner,
06/06/2017,1711 Adriana Lane ,Houston,77049,TX,Homeowner,Harris

06/06/2017,8320 Mckinney Lane ,Joshua,76058,TX,Homeowner,Johnson

06/06/2017,18710 Cr 5739 ,Castroville,78009,TX,Homeowner,Medina

06/06/2017,9903 Farm Road 3377 ,Mathis,78368,TX,Homeowner,San Patricio

06/06/2017,11002 Silverado Trace Dr ,Houston,77095,TX,Homeowner,Harris

06/06/2017,11723 Oakdale Meadow ,Antonio,78254,TX,Homeowner,
06/06/2017,237 Lenox St ,Houston,77011,TX,Homeowner,Harris

06/06/2017,4234 Mossygate Dr ,Spring,77373,TX,Homeowner,Harris

06/06/2017,4527 Territory ,Antonio,78223,TX,Homeowner,
06/06/2017,482 Walnut Crest ,Selma,78154,TX,Homeowner,Guadalupe

06/06/2017,5692 Burning Tree Dr ,Paso,79912,TX,Homeowner,
06/06/2017,78 Hank Benge Rd ,Huntsville,77320,TX,Homeowner,Walker

06/06/2017,907 Timber Lane ,Caldwell,77836,TX,Homeowner,Burleson

06/06/2017,1720 S 25th Street ,Waco,76706,TX,Homeowner,Mclennan

06/06/2017,13126 Beechdale Court ,Houston,77014,TX,Homeowner,Harris

06/06/2017,543 Taylor Rd ,Brock,76087,TX,Homeowner,
06/06/2017,5727 Sendero Xrd ,Antonio,78251,TX,Homeowner,
06/06/2017,16103 Rose Rally Way ,Selma,78154,TX,Homeowner,Guadalupe

06/06/2017,1715 W. 23rd Street ,Mission,78572,TX,Homeowner,Hidalgo

06/06/2017,19303 Midnight Glen Dr ,Cypress,77429,TX,Homeowner,Harris

06/06/2017,201 S Beltwoods Dr ,Desoto,75115,TX,Homeowner,Dallas

06/06/2017,315 Squall Court ,Crosby,77532,TX,Homeowner,Harris

06/06/2017,117 Avenue J ,Hereford,79045,TX,Homeowner,Deaf Smith

06/06/2017,2501 Warren Ln ,Worth,76112,TX,Homeowner,
06/06/2017,10903 Mustang Spg ,Antonio,78254,TX,Homeowner,
06/06/2017,4188 County Rd 445 ,Hawley,79525,TX,Homeowner,Jones

06/06/2017,1508 Mcdugald Rd Unit A B ,Humble,77338,TX,Homeowner,Harris

06/06/2017,3924 Lazy River Ranch Rd ,Worth,76262,TX,Homeowner,
06/06/2017,661 Condor Trl ,Saginaw,76131,TX,Homeowner,Tarrant

06/06/2017,3821 Smokey Pointe ,Schertz,78108,TX,Homeowner,Guadalupe

06/06/2017,7023 Sundance Meadows Ln ,Richmond,77407,TX,Homeowner,Fort Bend

06/06/2017,5752 Colin Powell Ave ,Paso,79934,TX,Homeowner,
06/06/2017,302 Summer Haven Circle ,City,77573,TX,Homeowner,
06/06/2017,6108 York River Dr ,Arlington,76018,TX,Homeowner,Tarrant

06/06/2017,1717 Renee Dr ,Hurst,76054,TX,Homeowner,Tarrant

06/06/2017,173 Private Rd 4443 ,Rhome,76078,TX,Homeowner,Wise

06/06/2017,7343 Hutcheson Hill Rd ,Springtown,76082,TX,Homeowner,Parker

06/06/2017,10088 Yukon St ,Paso,79924,TX,Homeowner,
06/06/2017,10715 Lazy Meadows Dr ,Houston,77064,TX,Homeowner,Harris

06/06/2017,1085 County Rd 158 ,Kyle,78640,TX,Homeowner,Hays

06/06/2017,11604 Cayuga Cir ,Paso,79936,TX,Homeowner,
06/06/2017,12219 Towering Elm St ,Antonio,78247,TX,Homeowner,
06/06/2017,13103 Ridgewood Knoll Ln ,Houston,77047,TX,Homeowner,Harris

06/06/2017,1416 Creekside Ct ,Lindale,75771,TX,Homeowner,Smith

06/06/2017,14776 Us Hwy 277 S ,Hawley,79525,TX,Homeowner,Jones

06/06/2017,122 Blue Ridge Trl ,Elgin,78621,TX,Homeowner,Bastrop

06/06/2017,5411 Rushhill Dr ,Antonio,78228,TX,Homeowner,
06/06/2017,2805 Lotus St ,Harlingen,78550,TX,Homeowner,Cameron

06/06/2017,22707 Earlmist Dr ,Spring,77373,TX,Homeowner,Harris

06/06/2017,2304 Gallop Dr ,Killeen,76549,TX,Homeowner,Bell

06/06/2017,2304 Kirk Cir ,Killeen,76543,TX,Homeowner,Bell

06/06/2017,2501 Savage Dr ,Killeen,76543,TX,Homeowner,Bell

06/06/2017,2806 Derby Dr ,Killeen,76549,TX,Homeowner,Bell

