1168-5144A	164 Myra Street		Alma	GA	31510	Bacon	View This Bid on Auction.com
1317-3021A	187 Merry Drive		Milledgeville	GA	31061	Baldwin	
1017-787A	139 Buckeye Pt		Commerce	GA	30530	Banks	View This Bid on Auction.com
1317-3184A	270 Brookfield Dr		Auburn	GA	30011	Barrow	View This Bid on Auction.com
1000-6703A	415 Busby Lane		Winder	GA	30680	Barrow	View This Bid on Auction.com
1006-2401A	586 Winston Manor Court		Winder	GA	30680	Barrow	
1120-20881A	1525 Jeffrey Way		Winder	GA	30680	Barrow	
1120-16007A	14 Sherman Lane Northwest		Cartersville	GA	30121	Bartow	View This Bid on Auction.com
1000-6603A	60 Recess Road		Rydal	GA	30171	Bartow	View This Bid on Auction.com
1168-5135A	3339 Pine Log Rd NE		Rydal	GA	30171	Bartow	View This Bid on Auction.com
1031-77508A	311 South Gordon Street		Fitzgerald	GA	31750	Ben hill	View This Bid on Auction.com
1010-813A	717 Malvern Hill Dr		Macon	GA	31204	Bibb	View This Bid on Auction.com
1017-779A	6078 Skipperton Rd		Macon	GA	31216	Bibb	
1207-961A	459 Spring St		Macon	GA	31201	Bibb	
1317-3014A	3739 Partridge Drive		Macon	GA	31204	Bibb	View This Bid on Auction.com
1317-3135A	309 Peach Blossom Place		Macon	GA	31216	Bibb	View This Bid on Auction.com
1000-667513949A	82 Barlow Road (Box 518B Rt 3		Hortense	GA	31543	Brantley	View This Bid on Auction.com
1006-667508027A	4855 Hwy 32 W		Hortense	GA	31543	Brantley	
1006-2374A	1206 South Culpepper Street		Quitman	GA	31643	Brooks	View This Bid on Auction.com
1031-463A	511 Dr. Blitch Drive		Ellabell	GA	31308	Bryan	View This Bid on Auction.com
1031-376A	109 Sugarland Boulevard		Brooklet	GA	30415	Bulloch	
1120-21463A	2070 Pinemount Boulevard		Statesboro	GA	30461	Bulloch	View This Bid on Auction.com
2191-421A	1839 Nottingham Road		Statesboro	GA	30461	Bulloch	
1292-234A	154 Morningside Drive		Jackson	GA	30233	Butts	View This Bid on Auction.com
1317-2766A	170 Barnetts Bridge Rd		Jackson	GA	30233	Butts	
1207-945A	4230 Vacunna Road		Kingsland	GA	31548	Camden	
1017-659523A	205 Holm Place		Saint Marys	GA	31558	Camden	View This Bid on Auction.com
1016-3425A	Lot 69		Waverly	GA	31565	Camden	
1000-6713A	440 South College Street		Metter	GA	30439	Candler	View This Bid on Auction.com
1021-239A	1087 Clem Lowel Road		Carrollton	GA	30116	Carroll	
1031-485A	456 Mote Road		Carrollton	GA	30117	Carroll	View This Bid on Auction.com
1017-893A	476 Rainey Road		Temple	GA	30179	Carroll	View This Bid on Auction.com
1017-674A	24 Stovall St		Fort Oglethorpe	GA	30742	Catoosa	
1017-664196A	183 Grey Feather Road		Ringgold	GA	30736	Catoosa	
1031-426A	9 Everett Rd		Ringgold	GA	30736	Catoosa	View This Bid on Auction.com
1031-508A	1217 Dogwood Road		Tunnel Hill	GA	30755	Catoosa	View This Bid on Auction.com
1010-788A	112 Flicker Lane		Saint George	GA	31562	Charlton	
1000-6769A	9 Conaway Road		Bloomingdale	GA	31302	Chatham	
1031-77708A	124 Rocking Horse Lane		Pooler	GA	31322	Chatham	
1031-417A	20 Lake Shore Boulevard		Port Wentwort	GA	31407	Chatham	View This Bid on Auction.com
1031-439A	57 Old Mill Road		Port Wentworth	GA	31407	Chatham	View This Bid on Auction.com
1000-6528A	322 Linwood Road		Savannah	GA	31419	Chatham	
1000-6678A	16 Little River Dr		Savannah	GA	31419	Chatham	
1006-2369A	103 Sugar Mill Cr		Savannah	GA	31419	Chatham	View This Bid on Auction.com
1006-2421A	24 Pine Drive		Savannah	GA	31405	Chatham	View This Bid on Auction.com
1010-808A	727 Dyches Dr		Savannah	GA	31406	Chatham	View This Bid on Auction.com
1033-2134A	130 Finn Circle		Savannah	GA	31419	Chatham	
1154-1392A	1 Waterstone Circle		Savannah	GA	31405	Chatham	
1162-5484A	126 Cambridge Dr		Savannah	GA	31419	Chatham	View This Bid on Auction.com
1509-010A	2018 Ashley Rd		Savannah	GA	31410	Chatham	
1017-916A	1919 East 56th Street		Savannah	GA	31401	Chatham	
1120-21484A	609 Greenleaf Way		Ball Ground	GA	30107	Cherokee	View This Bid on Auction.com
1006-2366A	1530 Toonigh Rd		Canton	GA	30115	Cherokee	View This Bid on Auction.com
1078-041A	142 Griffin Way		Canton	GA	30115	Cherokee	
1078-044A	609 Redbud Terrace		Canton	GA	30115	Cherokee	
1168-5108A	729 Tall Oaks Dr		Canton	GA	30114	Cherokee	View This Bid on Auction.com
1823-026A	3069 Ridge Road		Canton	GA	30114	Cherokee	
1006-2362A	2941 Trickum Road		Woodstock	GA	30188	Cherokee	View This Bid on Auction.com
1012-4965A	102 Angela Court		Woodstock	GA	30188	Cherokee	
1017-621A	125 Wigley Road		Woodstock	GA	30188	Cherokee	View This Bid on Auction.com
1078-5987A	104 Meadow Brook Ct		Woodstock	GA	30188	Cherokee	
1017-654452A	906 River Rock Drive		Woodstock	GA	30188	Cherokee	
1000-6790A	325 Westchester Drive		Athens	GA	30606	Clarke	View This Bid on Auction.com
1031-469A	319 Evans St		Athens	GA	30606	Clarke	View This Bid on Auction.com
1317-2355A	140 Catalpa Way		Athens	GA	30601	Clarke	
1228-394A	5883 Margaret Circle		College Park	GA	30349	Clayton	
1017-662028A	1936 Rock Cut Place		Conley	GA	30288	Clayton	
1017-661078A	393 Windsor Drive		Forest Park	GA	30297	Clayton	$52,000.00
1078-022A	506 Shady Lane		Forest Park	GA	30297	Clayton	
1208-2000A	761 South Ave		Forest Park	GA	30297	Clayton	
1148-12839A	11098 Shadow Creek Ter		Hampton	GA	30228	Clayton	View This Bid on Auction.com
1000-6597A	6637 Piazza Drive		Jonesboro	GA	30238	Clayton	View This Bid on Auction.com
1000-6816A	284 Windemere Way		Jonesboro	GA	30238	Clayton	
1012-4958A	1606 Mt Zion Place		Jonesboro	GA	30236	Clayton	
1031-457A	715 River Valley Drive		Jonesboro	GA	30238	Clayton	View This Bid on Auction.com
1031-505A	2773 Plantation Drive		Jonesboro	GA	30236	Clayton	View This Bid on Auction.com
1098-369A	10380 Briarbay Drive		Jonesboro	GA	30238	Clayton	
1120-19497A	8591 Regent Street		Jonesboro	GA	30238	Clayton	View This Bid on Auction.com
1120-19989A	9971 Cormac Street		Jonesboro	GA	30238	Clayton	View This Bid on Auction.com
1434-1610A	8914 Gardener Drive		Jonesboro	GA	30238	Clayton	View This Bid on Auction.com
1000-6740A	6415 E Meyer Drive		Morrow	GA	30260	Clayton	View This Bid on Auction.com
1017-783A	2577 Stratford Lane		Morrow	GA	30260	Clayton	
1017-828A	2586 Stratford Lane		Morrow	GA	30260	Clayton	$23,000.00
1208-1973A	3541 Bell Drive		Rex	GA	30273	Clayton	
1006-2400A	7103 Apache Lane		Riverdale	GA	30274	Clayton	View This Bid on Auction.com
1017-925A	339 Ridge Trail		Riverdale	GA	30274	Clayton	
1031-418A	704 Waterview Dr		Riverdale	GA	30274	Clayton	View This Bid on Auction.com
1012-4936A	1934 Newpark Way NW		Acworth	GA	30101	Cobb	
1017-817A	6232 Benbrooke Drive		Acworth	GA	30101	Cobb	
1000-6647A	6101 James Rd		Austell	GA	30168	Cobb	View This Bid on Auction.com
1017-664384A	3206 Oak Street		Austell	GA	30106	Cobb	
1010-803A	2018 Barrett Knoll Cir NW		Kennesaw	GA	30152	Cobb	
1012-4932A	4493 Balmoral Road		Kennesaw	GA	30144	Cobb	
1208-1268A	4612 Stilesboro Road		Kennesaw	GA	30152	Cobb	
1000-6620A	282 Tony Trail #SE		Mableton	GA	30126	Cobb	View This Bid on Auction.com
1012-4951A	372 Vinings Vintage Circ		Mableton	GA	30126	Cobb	
1012-667083A	5401 Vinings Lake View		Mableton	GA	30126	Cobb	
1031-295A	6028 Hendrix Ln		Mableton	GA	30126	Cobb	
1148-13219A	1201 Kilrush Drive SE		Mableton	GA	30126	Cobb	View This Bid on Auction.com
1518-023A	5126 Stoneywood Circle SE		Mableton	GA	30126	Cobb
1000-6730A	2479 Smith Avenue Southwest		Marietta	GA	30064	Cobb	
1006-667508554A	3603 Dyer Parke Ln		Marietta	GA	30060	Cobb	
1016-3436A	1830 Merry Oak Rd SW		Marietta	GA	30008	Cobb	View This Bid on Auction.com
1017-413A	1951 Brown Mill Place		Marietta	GA	30062	Cobb	View This Bid on Auction.com
1017-809A	135 Mountain View Rd		Marietta	GA	30064	Cobb	
1120-21475A	3089 Milford Chase SW		Marietta	GA	30008	Cobb	View This Bid on Auction.com
1120-21478A	283 Heathersett Drive Southwest		Marietta	GA	30064	Cobb	View This Bid on Auction.com
1016-3441A	3450 Mustang Drive		Powder Springs	GA	30073	Cobb	
1017-833A	4064 Mistymorn Lane		Powder Springs	GA	30127	Cobb	
1017-836A	4303 Starboard Dr		Powder Springs	GA	30127	Cobb	
1031-500A	3882 Deercreek Drive		Powder Springs	GA	30127	Cobb	
1098-328A	5701 Hatchery Way		Powder Springs	GA	30127	Cobb	
1120-20508A	3259 Caley Mill Drive		Powder Springs	GA	30127	Cobb	View This Bid on Auction.com
1012-4962A	151 Concord Close Circle SE		Smyrna	GA	30082	Cobb	
1154-1387A	484 Bay Meadows Dr W		Douglas	GA	31535	Coffee	
1317-3049A	69 Tiffany Lane		Douglas	GA	31533	Coffee	
1017-658370A	159 Willie Anderson Rd		Nicholls	GA	31554	Coffee	
1031-326A	1167 4th Street SW		Moultrie	GA	31768	Colquitt	
1317-2362A	East Gate Dr		Moultrie	GA	31771	Colquitt	
1154-1391A	4524 Glastonbury Dr		Evans	GA	30809	Columbia	
1000-667515333A	636 Goodale Ln		Grovetown	GA	30813	Columbia	View This Bid on Auction.com
1000-6797A	536 Midland Passage		Grovetown	GA	30813	Columbia	View This Bid on Auction.com
1207-966A	1543 Baldwin Lakes Dr		Grovetown	GA	30813	Columbia	View This Bid on Auction.com
1006-667508006A	409 N Union Street		Cecil	GA	31627	Cook	View This Bid on Auction.com
1000-6693A	41 Lakeside Drive		Newnan	GA	30263	Coweta	View This Bid on Auction.com
1000-6789A	120 Merion Way		Newnan	GA	30265	Coweta	View This Bid on Auction.com
1006-2416A	50 Raymond Peeples Street		Newnan	GA	30265	Coweta	
1017-482A	37 Mineral Springs Ln		Newnan	GA	30263	Coweta	$112,000.00
1207-965A	9 Maple Dr		Newnan	GA	30263	Coweta	
1168-5100A	74 Cody Trl		Senoia	GA	30276	Coweta	View This Bid on Auction.com
1120-18327A	568 Poplar St		Trenton	GA	30752	Dade	View This Bid on Auction.com
1763-025A	167 Nugget Ridge Road		Dawsonville	GA	30534	Dawson	$142,500.00
1031-244A	1169 Antioch Church Road		Ellijay	GA	30536	Dawson	View This Bid on Auction.com
1000-6572A	1793 Hosea L Williams Dr SE		Atlanta	GA	30317	Dekalb	
1000-6581A	1221 Caroline St NE 209		Atlanta	GA	30307	Dekalb	View This Bid on Auction.com
1006-2406A	2476 Wentworth Drive		Atlanta	GA	30345	Dekalb	View This Bid on Auction.com
1012-4955A	1311 Memorial Dr SE	subject to a right of way deed at deed book 23188,	Atlanta	GA	30317	Dekalb	
1120-19747A	178 Mayson Avenue		Atlanta	GA	30307	Dekalb	
1162-5481A	190 Hutchinson St NE		Atlanta	GA	30307	Dekalb	View This Bid on Auction.com
1031-472A	3662 Cobble Mill Lane		Clarkston	GA	30021	Dekalb	View This Bid on Auction.com
1823-022A	4407 Erksine Rd		Clarkston	GA	30021	Dekalb	
1031-458A	2357 Rock Hollow Drive		Conley	GA	30288	Dekalb	View This Bid on Auction.com
1012-4935A	3826 Austin Park Lane		Decatur	GA	30032	Dekalb	
1017-827A	3343 Laughing Brook Court		Decatur	GA	30034	Dekalb	$101,000.00
1031-77692A	4330 Lehigh Laural Lane		Decatur	GA	30034	Dekalb	View This Bid on Auction.com
1078-032A	2066 Barberrie Lane		Decatur	GA	30032	Dekalb	
1120-18731A	4876 Longview Run		Decatur	GA	30035	Dekalb	View This Bid on Auction.com
1434-1640A	4682 Galleon Crossing		Decatur	GA	30035	Dekalb	View This Bid on Auction.com
2191-396A	2941 Crabapple Ci		Decatur	GA	30034	Dekalb	
1017-845A	2612 Avery Park Circle 26		Doraville	GA	30360	Dekalb	View This Bid on Auction.com
1000-6768A	1923 Pius Drive		Ellenwood	GA	30294	Dekalb	View This Bid on Auction.com
1012-4957A	3567 Caseys Cove		Ellenwood	GA	30294	Dekalb	
1000-6689A	2966 Fairton Trail		Lithonia	GA	30038	Dekalb	
1006-2415A	5942 Bobbin Lane		Lithonia	GA	30058	Dekalb	View This Bid on Auction.com
1016-3433A	6102 Cherokee Valley Way		Lithonia	GA	30058	Dekalb	View This Bid on Auction.com
1017-404A	3837 Eagle Woods Cr		Lithonia	GA	30038	Dekalb	$61,000.00
1017-663765A	2150 Tiffany Trail		Lithonia	GA	30058	Dekalb	
1031-313A	6205 Leverett Drive		Lithonia	GA	30038	Dekalb	View This Bid on Auction.com
1031-464A	3237 Brisbane Way		Lithonia	GA	30038	Dekalb	View This Bid on Auction.com
1031-477A	3583 Walnut Creek Way		Lithonia	GA	30038	Dekalb	
1033-2267A	4503 Bridle Ridge Way		Lithonia	GA	30038	Dekalb	
1033-2280A	6379 Laurel Post Court		Lithonia	GA	30058	Dekalb	
1208-2020A	5737 Mill View Way		Lithonia	GA	30038	Dekalb	
1317-3085A	2489 Hillvale Circle		Lithonia	GA	30058	Dekalb	View This Bid on Auction.com
1434-1647A	3301 Saxony Way		Lithonia	GA	30038	Dekalb	View This Bid on Auction.com
1017-842A	606 Warren Ave		Scottdale	GA	30079	Dekalb	
1000-6652A	723 Mountain Oaks Park		Stone Mountain	GA	30087	Dekalb	
1000-6770A	466 Mountain Oaks Parkway		Stone Mountain	GA	30087	Dekalb	View This Bid on Auction.com
1000-6801A	4428 Colony E Dr		Stone Mountain	GA	30083	Dekalb	View This Bid on Auction.com
1017-445A	1011 Brandon Ln		Stone Mountain	GA	30083	Dekalb	
1017-736A	488 Edgefield Drive		Stone Mountain	GA	30087	Dekalb	View This Bid on Auction.com
1017-795A	6123 Panellus Drive		Stone Mountain	GA	30087	Dekalb	
1017-929A	7242 Misty Harbor Court		Stone Mountain	GA	30087	Dekalb	View This Bid on Auction.com
1120-18606A	6901 Deer Creek Trce		Stone Mountain	GA	30087	Dekalb	View This Bid on Auction.com
1120-21479A	6627 Shapiro Ct		Stone Mountain	GA	30087	Dekalb	View This Bid on Auction.com
1208-2015A	1459 Stone Mill Trace		Stone Mountain	GA	30083	Dekalb	
1434-1632A	1632 Links Overlook		Stone Mountain	GA	30088	Dekalb	View This Bid on Auction.com
1434-1642A	725 Stephenson Rdg		Stone Mountain	GA	30087	Dekalb	View This Bid on Auction.com
1000-6736A	5020 Lake Field Drive		Douglasville	GA	30135	Douglas	View This Bid on Auction.com
1017-892A	3736 Chapel Hill Road		Douglasville	GA	30135	Douglas	
1120-21477A	4243 Elk Run		Douglasville	GA	30135	Douglas	View This Bid on Auction.com
1208-1935A	3696 Sherwood Drive		Douglasville	GA	30135	Douglas	
1012-4938A	1212 Silver Moon Trail		Lithia Springs	GA	30122	Douglas	
1017-811A	2222 Chestnut Log Loop		Lithia Springs	GA	30122	Douglas	
1120-21467A	100 Jay Court		Guyton	GA	31312	Effingham	View This Bid on Auction.com
1317-2590A	108 Willow Drive		Guyton	GA	31312	Effingham	
1000-6646A	111 Smith Ave		Rincon	GA	31326	Effingham	View This Bid on Auction.com
1006-2411A	436 Walthour Dr		Rincon	GA	31326	Effingham	View This Bid on Auction.com
1168-5099A	109 Oglethorpe Rd		Rincon	GA	31326	Effingham	View This Bid on Auction.com
1162-5445A	1031 Springfield - Egypt Road		Springfield	GA	31329	Effingham	View This Bid on Auction.com
1162-5292A	1120 5th Avenue		Twin City	GA	30471	Emanuel	View This Bid on Auction.com
1006-2361A	320 Dix Lee On Drive		Fairburn	GA	30213	Fayette	View This Bid on Auction.com
1000-6452A	110 Dresden Place		Fayetteville	GA	30215	Fayette	
1012-4954A	187 Burch Road		Fayetteville	GA	30215	Fayette	
1012-4966A	110 Dragons Lair		Fayetteville	GA	30215	Fayette	
1017-931A	140 Tanglewood Dr		Fayetteville	GA	30214	Fayette	
1087-710A	225 Riveroak Dr		Fayetteville	GA	30215	Fayette	View This Bid on Auction.com
1120-21471A	125 Shenandoah Trce		Riverdale	GA	30296	Fayette	View This Bid on Auction.com
1017-778A	115 Swanson Valley Dr		Tyrone	GA	30290	Fayette	
1000-6586A	306 South Mclin Street		Rome	GA	30161	Floyd	View This Bid on Auction.com
1017-664270A	151 A and B Welcome Hill Trail		Rome	GA	30161	Floyd	
1031-459A	13 Sagewood Dr NW		Rome	GA	30165	Floyd	View This Bid on Auction.com
1000-6782A	6315 Campground Road		Cumming	GA	30040	Forsyth	View This Bid on Auction.com
1078-040A	3108 Neal Court		Cumming	GA	30041	Forsyth	
1031-268A	3311 Hwy 145		Carnesville	GA	30521	Franklin	
1000-6799A	160 Peachtree Street		Lavonia	GA	30553	Franklin	View This Bid on Auction.com
1120-20126A	129 Victoria LN		Lavonia	GA	30553	Franklin	
1098-377A	395 Winn Street		Royston	GA	30622	Franklin	
1010-831A	1205 Timberline Place		Alpharetta	GA	30005	Fulton	View This Bid on Auction.com
1087-1448A	425 Mikasa Dr		Alpharetta	GA	30022	Fulton	
1208-1830A	985 Ramsden Run		Alpharetta	GA	30022	Fulton	
1208-1996A	430 Dunhill View Court		Alpharetta	GA	30005	Fulton	
1000-6497A	3588 Indian Rock Road SW		Atlanta	GA	30331	Fulton	View This Bid on Auction.com
1000-6655A	430 Waterridge Court		Atlanta	GA	30350	Fulton	
1000-6731A	3915 Ailey Avenue		Atlanta	GA	30349	Fulton	
1000-6755A	580 Cliftwood Court NE		Atlanta	GA	30328	Fulton	
1000-6779A	8740 Roswell Road #2G		Atlanta	GA	30350	Fulton	
1000-6793A	55 NW Pharr Road Unit #301		Atlanta	GA	30305	Fulton	View This Bid on Auction.com
1012-4944A	951 Crane Rd NE		Atlanta	GA	30324	Fulton	
1017-663754A	2904 Peek Road Northwest		Atlanta	GA	30318	Fulton	
1017-744A	140 Richardson Street SE		Atlanta	GA	30312	Fulton	
1017-801A	758 Humphries St SW		Atlanta	GA	30310	Fulton	View This Bid on Auction.com
1017-894A	36214 Ginnis Rd	Unit 4	Atlanta	GA	30331	Fulton	
1031-370A	1050 Piedmont Avenue	Unit 31	Atlanta	GA	30309	Fulton	
1031-451A	710 South Brighton Court		Atlanta	GA	30327	Fulton	
1098-323A	2550 Old Hapeville Rd		Atlanta	GA	30314	Fulton	
